Survived,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeBin_AgeBin1,AgeBin_AgeBin2,AgeBin_AgeBin3,AgeBin_AgeBin4,AgeBin_AgeBin5,FareBin_FareBin1,FareBin_FareBin2,FareBin_FareBin3,FareBin_FareBin4,FareBin_FareBin5
0,0.3186745122328894,0,0,0.2951733494850044,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0.39609786311551565,1,0,0.05804754596090001,2,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,0.48900588417466706,0,0,0.22688509548074712,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0.3806131929389904,0,0,0.03072212413007189,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.3806131929389904,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.3806131929389904,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.006348714772375348,0,2,0.11646295421857317,3,0,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.45803654382161657,0,0,0.05009915013367932,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0.33415918240941467,0,0,0.0361436754471434,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.44255187364509135,0,0,0.03815165741642914,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0.32641684732115206,0,0,0.031274319171625466,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0.4270672034685661,0,0,0.18915190150671712,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0.25673583152678847,0,0,0.04216762135500063,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0.5044905543511923,3,0,0.06365302842635809,4,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.24125116135026325,1,3,0.13804876038839492,5,0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,0.3806131929389904,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.3496438525859399,3,2,1.0,6,0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.36512852276246516,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.44255187364509135,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.3031898420563642,0,0,0.031542183966328186,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.7057912666460204,1,0,0.2456765939421108,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.39609786311551565,1,2,0.08262845803610838,4,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.9070919789408486,0,0,0.029115738554643292,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
0,0.3806131929389904,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1.0,0,0,0.1391700175200441,1,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.3496438525859399,0,1,0.2544446480091939,2,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,0.5199752245277175,0,1,0.09236717058714423,2,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,0.5199752245277175,1,0,0.10441506240285871,2,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.4270672034685661,0,0,0.031709248066172764,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0.3806131929389904,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.3186745122328894,0,1,0.3103838129023439,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0.5044905543511923,0,0,0.03475495511718538,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0.5664292350572933,2,0,0.031826514213179044,3,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0.4270672034685661,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0.3186745122328894,0,0,0.03072212413007189,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0.3806131929389904,0,0,0.031224119622393326,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.5819139052338185,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0.32641684732115206,1,0,0.09698552911650145,2,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.7212759368225456,0,0,0.20883012480571742,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.21802415608547537,1,0,0.05804754596090001,2,0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.33415918240941467,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.3031898420563642,1,0,0.03945684569646487,2,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0.25673583152678847,0,0,0.05806401141304815,1,1,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.3186745122328894,0,0,0.031826514213179044,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1.0,0,0,0.031123720523929036,1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
0,0.44255187364509135,1,0,0.08433524271000126,2,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.36512852276246516,0,1,0.9940346068463658,2,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0.02446577887890988,4,2,0.1255992721788233,7,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.3186745122328894,2,0,0.2951733494850044,3,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0.3806131929389904,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.49674821926292967,1,0,0.12076324840399551,2,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0.49674821926292967,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.8296686280582224,0,1,0.3103838129023439,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.17931248064416228,1,0,0.0451462618082391,2,0,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.3806131929389904,0,0,0.031123720523929036,1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.36512852276246516,0,0,0.028680809660096,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.32641684732115206,1,1,0.08979012652776291,3,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.6903065964694952,0,0,0.02801134847153613,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
0,0.5044905543511923,0,0,0.031709248066172764,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0.3031898420563642,0,0,0.028312545766928994,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.7212759368225456,1,0,0.058231477109286583,2,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0.44255187364509135,1,0,0.10441506240285871,2,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.3806131929389904,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0.3496438525859399,0,0,0.060423390226958903,1,1,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,0.28770517187983896,0,2,0.105552784986656,3,0,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.5664292350572933,1,0,0.21324768513814604,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0.24125116135026325,0,0,0.03701393483263184,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.36512852276246516,0,0,0.3180643439348619,1,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0.32641684732115206,0,2,0.061226583014673194,3,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0.33415918240941467,0,0,0.031123720523929036,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0.36512852276246516,1,0,0.06365302842635809,2,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0,0.28770517187983896,0,0,0.027107756585357547,1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.2722205017033137,0,0,0.04618358529357212,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,0.28770517187983896,1,1,0.1475866747425022,3,0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,0.41158253329204086,0,0,0.03130765167231561,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,0.13285847011458657,2,2,0.13804876038839492,5,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.5586868999690306,0,2,0.10441506240285871,3,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.6438525859399195,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.7832146175286466,0,0,0.0502999483306079,1,1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1,0.33415918240941467,1,0,0.2674631983088611,2,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.8528956333230102,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0.6206255806751316,0,2,0.058231477109286583,3,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0,0.3806131929389904,0,0,0.02936673630080401,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.7832146175286466,0,1,0.2464966537783671,2,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.24125116135026325,0,0,0.031056653926154892,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0.45803654382161657,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.3806131929389904,0,0,0.034788287617875516,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.3806131929389904,8,2,0.279310291927647,11,0,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.67482192629297,0,1,0.06465701941100097,2,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,0.612883245586869,0,0,0.06325143203250094,1,1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.39609786311551565,0,0,0.031224119622393326,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,0.25673583152678847,0,0,0.034788287617875516,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.00898110870238464,4,1,0.15938356881205595,6,0,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.13285847011458657,0,2,0.0824276598391798,3,0,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0.5354598947042428,0,1,0.22087801662143186,2,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.6903065964694952,1,4,0.11204539388614453,6,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0.612883245586869,0,0,0.10411386510746584,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.4270672034685661,0,0,0.22688509548074712,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0.938061319293899,0,0,0.13453479194214488,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.05543511923196036,4,1,0.1169649497108946,6,0,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.00898110870238464,1,1,0.044710931317297954,3,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.3186745122328894,0,0,0.031826514213179044,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.8606379684112728,0,0,0.12327322586560269,1,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.2722205017033137,1,1,0.031542183966328186,3,0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.3806131929389904,3,1,0.10227334883441852,5,0,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.7677299473521214,0,0,0.11530836458623386,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.45803654382161657,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.550944564880768,0,0,0.0,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0.32641684732115206,8,2,0.279310291927647,11,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.45803654382161657,0,0,0.060440257275500904,1,1,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.13285847011458657,4,2,0.1260510681219126,7,0,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
